"Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Date,Sales,Payment,cogs,Rating"
"831-64-0259, Ugbowo,Benin,Normal,Female,Fashion accessories,39.75,5,9.9375,24/02/08,208.6875,Ewallet,198.75,9.6"
"587-03-7455,Ikoyi,Lagos,Member,Female,Fashion accessories,97.79,7,34.2265,24/04/06,718.7565,Ewallet,684.53,4.9"
"882-40-4577,Trans Amadi,Portharcourt,Member,Male,Sports and travel,67.26,4,13.452,24/03/07,282.492,Credit card,269.04,8"
"732-67-5346,Trans Amadi,Portharcourt,Normal,Male,Food and beverages,13.79,5,3.4475,24/01/13,72.3975,Credit card,68.95,7.8"
"725-32-9708, Ugbowo,Benin,Member,Female,Fashion accessories,68.71,4,13.742,24/03/08,288.582,Cash,274.84,4.1"
"256-08-8343,Trans Amadi,Portharcourt,Normal,Female,Home and lifestyle,56.53,4,11.306,24/02/25,237.426,Ewallet,226.12,5.5"
"372-26-1506,Ikoyi,Lagos,Normal,Female,Fashion accessories,23.82,5,5.955,24/01/23,125.055,Ewallet,119.1,5.4"
"244-08-0162, Ugbowo,Benin,Normal,Female,Health and beauty,34.21,10,17.105,24/02/03,359.205,Cash,342.1,5.1"
"569-71-4390, Ugbowo,Benin,Normal,Male,Sports and travel,21.87,2,2.187,24/01/21,45.927,Ewallet,43.74,6.9"
"132-23-6451,Trans Amadi,Portharcourt,Member,Male,Health and beauty,20.97,5,5.2425,24/01/20,110.0925,Cash,104.85,7.8"
"696-90-2548,Trans Amadi,Portharcourt,Normal,Male,Sports and travel,25.84,3,3.876,24/01/25,81.396,Ewallet,77.52,6.6"
"472-15-9636,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,50.93,8,20.372,24/02/19,427.812,Ewallet,407.44,9.2"
"268-03-6164, Ugbowo,Benin,Normal,Male,Health and beauty,96.11,1,4.8055,24/04/05,100.9155,Ewallet,96.11,7.8"
"750-57-9686,Ikoyi,Lagos,Normal,Female,Home and lifestyle,45.38,4,9.076,24/02/14,190.596,Credit card,181.52,8.7"
"186-09-3669,Ikoyi,Lagos,Member,Female,Health and beauty,81.51,1,4.0755,24/03/21,85.5855,Ewallet,81.51,9.2"
"848-07-1692, Ugbowo,Benin,Normal,Female,Health and beauty,57.22,2,5.722,24/02/26,120.162,Ewallet,114.44,8.3"
"745-71-3520,Trans Amadi,Portharcourt,Member,Female,Electronic accessories,25.22,7,8.827,24/01/25,185.367,Cash,176.54,8.2"
"266-76-6436,Ikoyi,Lagos,Member,Female,Food and beverages,38.6,3,5.79,24/02/07,121.59,Ewallet,115.8,7.5"
"740-22-2500,Ikoyi,Lagos,Normal,Female,Electronic accessories,84.05,3,12.6075,24/03/24,264.7575,Cash,252.15,9.8"
"271-88-8734,Ikoyi,Lagos,Member,Female,Fashion accessories,97.21,10,48.605,24/04/06,1020.705,Credit card,972.1,8.7"
"301-81-8610, Ugbowo,Benin,Member,Male,Fashion accessories,25.42,8,10.168,24/01/25,213.528,Credit card,203.36,6.7"
"489-64-4354,Ikoyi,Lagos,Normal,Male,Fashion accessories,16.28,1,0.814,24/01/16,17.094,Cash,16.28,5"
"198-84-7132, Ugbowo,Benin,Member,Male,Fashion accessories,40.61,9,18.2745,24/02/09,383.7645,Cash,365.49,7"
"269-10-8440,Trans Amadi,Portharcourt,Member,Male,Health and beauty,53.17,7,18.6095,24/02/22,390.7995,Cash,372.19,8.9"
"650-98-6268, Ugbowo,Benin,Member,Female,Food and beverages,20.87,3,3.1305,24/01/20,65.7405,Credit card,62.61,8"
"741-73-3559, Ugbowo,Benin,Normal,Male,Sports and travel,67.27,5,16.8175,24/03/07,353.1675,Cash,336.35,6.9"
"325-77-6186,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,90.65,10,45.325,24/03/30,951.825,Ewallet,906.5,7.3"
"286-75-7818, Ugbowo,Benin,Normal,Male,Fashion accessories,69.08,2,6.908,24/03/09,145.068,Credit card,138.16,6.9"
"574-57-9721,Ikoyi,Lagos,Normal,Male,Food and beverages,43.27,2,4.327,24/02/12,90.867,Ewallet,86.54,5.7"
"459-50-7686,Trans Amadi,Portharcourt,Normal,Female,Electronic accessories,23.46,6,7.038,24/01/23,147.798,Ewallet,140.76,6.4"
"616-87-0016, Ugbowo,Benin,Normal,Male,Fashion accessories,95.54,7,33.439,24/04/04,702.219,Credit card,668.78,9.6"
"837-55-7229, Ugbowo,Benin,Normal,Female,Fashion accessories,47.44,1,2.372,24/02/16,49.812,Credit card,47.44,6.8"
"751-69-0068,Ikoyi,Lagos,Normal,Male,Sports and travel,99.24,9,44.658,24/04/08,937.818,Ewallet,893.16,9"
"257-73-1380,Ikoyi,Lagos,Member,Male,Sports and travel,82.93,4,16.586,24/03/22,348.306,Ewallet,331.72,9.6"
"345-08-4992,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,33.99,6,10.197,24/02/02,214.137,Credit card,203.94,7.7"
"549-96-4200,Ikoyi,Lagos,Member,Male,Food and beverages,17.04,4,3.408,24/01/17,71.568,Ewallet,68.16,7"
"810-60-6344,Ikoyi,Lagos,Normal,Female,Electronic accessories,40.86,8,16.344,24/02/09,343.224,Credit card,326.88,6.5"
"450-28-2866,Ikoyi,Lagos,Member,Male,Food and beverages,17.44,5,4.36,24/01/17,91.56,Cash,87.2,8.1"
"394-30-3170, Ugbowo,Benin,Member,Female,Sports and travel,88.43,8,35.372,24/03/28,742.812,Credit card,707.44,4.3"
"138-17-5109,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,89.21,9,40.1445,24/03/29,843.0345,Credit card,802.89,6.5"
"192-98-7397,Ikoyi,Lagos,Normal,Male,Fashion accessories,12.78,1,0.639,24/01/12,13.419,Ewallet,12.78,9.5"
"301-11-9629,Trans Amadi,Portharcourt,Normal,Female,Sports and travel,19.1,7,6.685,24/01/19,140.385,Cash,133.7,9.7"
"390-80-5128, Ugbowo,Benin,Member,Female,Health and beauty,19.15,1,0.9575,24/01/19,20.1075,Credit card,19.15,9.5"
"235-46-8343,Ikoyi,Lagos,Member,Male,Food and beverages,27.66,10,13.83,24/01/27,290.43,Credit card,276.6,8.9"
"453-12-7053,Ikoyi,Lagos,Normal,Male,Fashion accessories,45.74,3,6.861,24/02/14,144.081,Credit card,137.22,6.5"
"296-11-7041, Ugbowo,Benin,Member,Female,Health and beauty,27.07,1,1.3535,24/01/27,28.4235,Credit card,27.07,5.3"
"449-27-2918, Ugbowo,Benin,Member,Female,Sports and travel,39.12,1,1.956,24/02/08,41.076,Credit card,39.12,9.6"
"891-01-7034, Ugbowo,Benin,Normal,Female,Electronic accessories,74.71,6,22.413,24/03/14,470.673,Cash,448.26,6.7"
"744-09-5786, Ugbowo,Benin,Normal,Male,Electronic accessories,22.01,6,6.603,24/01/22,138.663,Cash,132.06,7.6"
"727-17-0390,Trans Amadi,Portharcourt,Normal,Female,Food and beverages,63.61,5,15.9025,24/03/03,333.9525,Ewallet,318.05,4.8"
"568-88-3448,Trans Amadi,Portharcourt,Normal,Male,Health and beauty,25,1,1.25,24/01/25,26.25,Ewallet,25,5.5"
"187-83-5490,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,20.77,4,4.154,24/01/20,87.234,Cash,83.08,4.7"
"767-54-1907, Ugbowo,Benin,Member,Female,Fashion accessories,29.56,5,7.39,24/01/29,155.19,Cash,147.8,6.9"
"710-46-4433, Ugbowo,Benin,Member,Female,Food and beverages,77.4,9,34.83,24/03/17,731.43,Credit card,696.6,4.5"
"533-33-5337, Ugbowo,Benin,Normal,Male,Electronic accessories,79.39,10,39.695,24/03/19,833.595,Cash,793.9,6.2"
"325-90-8763,Ikoyi,Lagos,Member,Female,Electronic accessories,46.57,10,23.285,24/02/15,488.985,Cash,465.7,7.6"
"729-46-7422,Ikoyi,Lagos,Normal,Male,Food and beverages,35.89,1,1.7945,24/02/04,37.6845,Credit card,35.89,7.9"
"639-76-1242,Ikoyi,Lagos,Normal,Male,Food and beverages,40.52,5,10.13,24/02/09,212.73,Cash,202.6,4.5"
"234-03-4040, Ugbowo,Benin,Member,Female,Food and beverages,73.05,10,36.525,24/03/13,767.025,Credit card,730.5,8.7"
"326-71-2155,Ikoyi,Lagos,Normal,Female,Sports and travel,73.95,4,14.79,24/03/13,310.59,Cash,295.8,6.1"
"320-32-8842,Ikoyi,Lagos,Member,Female,Food and beverages,22.62,1,1.131,24/01/22,23.751,Cash,22.62,6.4"
"470-32-9057,Trans Amadi,Portharcourt,Member,Male,Food and beverages,51.34,5,12.835,24/02/20,269.535,Credit card,256.7,9.1"
"878-30-2331,Ikoyi,Lagos,Member,Female,Sports and travel,54.55,10,27.275,24/02/23,572.775,Credit card,545.5,7.1"
"440-59-5691,Ikoyi,Lagos,Member,Female,Health and beauty,37.15,7,13.0025,24/02/06,273.0525,Credit card,260.05,7.7"
"554-53-3790, Ugbowo,Benin,Normal,Male,Sports and travel,37.02,6,11.106,24/02/06,233.226,Cash,222.12,4.5"
"746-19-0921,Ikoyi,Lagos,Normal,Male,Food and beverages,21.58,1,1.079,24/01/21,22.659,Ewallet,21.58,7.2"
"233-34-0817,Ikoyi,Lagos,Member,Female,Electronic accessories,98.84,1,4.942,24/04/07,103.782,Cash,98.84,8.4"
"767-05-1286,Ikoyi,Lagos,Member,Female,Home and lifestyle,83.77,6,25.131,24/03/23,527.751,Ewallet,502.62,5.4"
"340-21-9136,Trans Amadi,Portharcourt,Member,Female,Sports and travel,40.05,4,8.01,24/02/09,168.21,Cash,160.2,9.7"
"405-31-3305,Trans Amadi,Portharcourt,Member,Male,Fashion accessories,43.13,10,21.565,24/02/12,452.865,Credit card,431.3,5.5"
"731-59-7531, Ugbowo,Benin,Member,Male,Health and beauty,72.57,8,29.028,24/03/12,609.588,Cash,580.56,4.6"
"676-39-6028,Trans Amadi,Portharcourt,Member,Female,Electronic accessories,64.44,5,16.11,24/03/04,338.31,Cash,322.2,6.6"
"502-05-1910,Trans Amadi,Portharcourt,Normal,Male,Health and beauty,65.18,3,9.777,24/03/05,205.317,Credit card,195.54,6.3"
"485-30-8700,Trans Amadi,Portharcourt,Normal,Female,Sports and travel,33.26,5,8.315,24/02/02,174.615,Credit card,166.3,4.2"
"598-47-9715,Ikoyi,Lagos,Normal,Male,Electronic accessories,84.07,4,16.814,24/03/24,353.094,Ewallet,336.28,4.4"
"701-69-8742, Ugbowo,Benin,Normal,Male,Sports and travel,34.37,10,17.185,24/02/03,360.885,Ewallet,343.7,6.7"
"575-67-1508,Trans Amadi,Portharcourt,Normal,Male,Electronic accessories,38.6,1,1.93,24/02/07,40.53,Ewallet,38.6,6.7"
"541-08-3113,Ikoyi,Lagos,Normal,Male,Food and beverages,65.97,8,26.388,24/03/05,554.148,Cash,527.76,8.4"
"246-11-3901,Ikoyi,Lagos,Normal,Female,Electronic accessories,32.8,10,16.4,24/02/01,344.4,Cash,328,6.2"
"674-15-9296,Trans Amadi,Portharcourt,Normal,Male,Sports and travel,37.14,5,9.285,24/02/06,194.985,Ewallet,185.7,5"
"305-18-3552, Ugbowo,Benin,Member,Male,Home and lifestyle,60.38,10,30.19,24/02/29,633.99,Cash,603.8,6"
"493-65-6248,Ikoyi,Lagos,Member,Female,Sports and travel,36.98,10,18.49,24/02/05,388.29,Credit card,369.8,7"
"438-01-4015, Ugbowo,Benin,Member,Female,Sports and travel,49.49,4,9.898,24/02/18,207.858,Ewallet,197.96,6.6"
"709-58-4068, Ugbowo,Benin,Normal,Female,Fashion accessories,41.09,10,20.545,24/02/10,431.445,Cash,410.9,7.3"
"795-49-7276,Trans Amadi,Portharcourt,Normal,Male,Fashion accessories,37.15,4,7.43,24/02/06,156.03,Ewallet,148.6,8.3"
"556-72-8512,Ikoyi,Lagos,Normal,Male,Home and lifestyle,22.96,1,1.148,24/01/22,24.108,Cash,22.96,4.3"
"627-95-3243, Ugbowo,Benin,Member,Female,Home and lifestyle,77.68,9,34.956,24/03/17,734.076,Ewallet,699.12,9.8"
"686-41-0932, Ugbowo,Benin,Normal,Female,Fashion accessories,34.7,2,3.47,24/02/03,72.87,Ewallet,69.4,8.2"
"510-09-5628,Trans Amadi,Portharcourt,Member,Female,Fashion accessories,19.66,10,9.83,24/01/19,206.43,Credit card,196.6,7.2"
"608-04-3797, Ugbowo,Benin,Member,Female,Health and beauty,25.32,8,10.128,24/01/25,212.688,Ewallet,202.56,8.7"
"148-82-2527,Ikoyi,Lagos,Member,Female,Home and lifestyle,12.12,10,6.06,24/01/12,127.26,Credit card,121.2,8.4"
"437-53-3084, Ugbowo,Benin,Normal,Male,Fashion accessories,99.89,2,9.989,24/04/08,209.769,Ewallet,199.78,7.1"
"632-32-4574, Ugbowo,Benin,Normal,Male,Sports and travel,75.92,8,30.368,24/03/15,637.728,Cash,607.36,5.5"
"556-97-7101,Ikoyi,Lagos,Normal,Female,Electronic accessories,63.22,2,6.322,24/03/03,132.762,Cash,126.44,8.5"
"862-59-8517,Ikoyi,Lagos,Normal,Female,Food and beverages,90.24,6,27.072,24/03/30,568.512,Cash,541.44,6.2"
"401-18-8016, Ugbowo,Benin,Member,Female,Sports and travel,98.13,1,4.9065,24/04/07,103.0365,Cash,98.13,8.9"
"420-18-8989,Trans Amadi,Portharcourt,Member,Female,Sports and travel,51.52,8,20.608,24/02/20,432.768,Cash,412.16,9.6"
"277-63-2961, Ugbowo,Benin,Member,Male,Sports and travel,73.97,1,3.6985,24/03/13,77.6685,Credit card,73.97,5.4"
"573-98-8548,Ikoyi,Lagos,Member,Female,Fashion accessories,31.9,1,1.595,24/01/31,33.495,Ewallet,31.9,9.1"
"620-02-2046,Ikoyi,Lagos,Normal,Male,Home and lifestyle,69.4,2,6.94,24/03/09,145.74,Ewallet,138.8,9"
"282-35-2475, Ugbowo,Benin,Normal,Female,Sports and travel,93.31,2,9.331,24/04/02,195.951,Cash,186.62,6.3"
"511-54-3087, Ugbowo,Benin,Normal,Male,Sports and travel,88.45,1,4.4225,24/03/28,92.8725,Credit card,88.45,9.5"
"726-29-6793,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,24.18,8,9.672,24/01/24,203.112,Ewallet,193.44,9.8"
"387-49-4215, Ugbowo,Benin,Member,Female,Sports and travel,48.5,3,7.275,24/02/17,152.775,Cash,145.5,6.7"
"862-17-9201, Ugbowo,Benin,Normal,Female,Food and beverages,84.05,6,25.215,24/03/24,529.515,Credit card,504.3,7.7"
"291-21-5991, Ugbowo,Benin,Member,Male,Health and beauty,61.29,5,15.3225,24/03/01,321.7725,Cash,306.45,7"
"602-80-9671,Ikoyi,Lagos,Member,Female,Home and lifestyle,15.95,6,4.785,24/01/15,100.485,Credit card,95.7,5.1"
"347-72-6115, Ugbowo,Benin,Member,Female,Sports and travel,90.74,7,31.759,24/03/30,666.939,Credit card,635.18,6.2"
"209-61-0206,Trans Amadi,Portharcourt,Normal,Female,Home and lifestyle,42.91,5,10.7275,24/02/11,225.2775,Ewallet,214.55,6.1"
"595-27-4851,Trans Amadi,Portharcourt,Normal,Female,Fashion accessories,54.28,7,18.998,24/02/23,398.958,Ewallet,379.96,9.3"
"189-52-0236,Trans Amadi,Portharcourt,Normal,Male,Electronic accessories,99.55,7,34.8425,24/04/08,731.6925,Cash,696.85,7.6"
"503-07-0930,Ikoyi,Lagos,Member,Male,Sports and travel,58.39,7,20.4365,24/02/27,429.1665,Credit card,408.73,8.2"
"413-20-6708,Ikoyi,Lagos,Member,Female,Fashion accessories,51.47,1,2.5735,24/02/20,54.0435,Ewallet,51.47,8.5"
"425-85-2085, Ugbowo,Benin,Member,Male,Health and beauty,54.86,5,13.715,24/02/23,288.015,Ewallet,274.3,9.8"
"521-18-7827,Ikoyi,Lagos,Member,Male,Home and lifestyle,39.39,5,9.8475,24/02/08,206.7975,Credit card,196.95,8.7"
"220-28-1851,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,34.73,2,3.473,24/02/03,72.933,Ewallet,69.46,9.7"
"600-38-9738,Ikoyi,Lagos,Member,Male,Sports and travel,71.92,5,17.98,24/03/11,377.58,Credit card,359.6,4.3"
"734-91-1155, Ugbowo,Benin,Normal,Female,Electronic accessories,45.71,3,6.8565,24/02/14,143.9865,Credit card,137.13,7.7"
"451-28-5717,Ikoyi,Lagos,Member,Female,Home and lifestyle,83.17,6,24.951,24/03/23,523.971,Cash,499.02,7.3"
"609-81-8548,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,37.44,6,11.232,24/02/06,235.872,Credit card,224.64,5.9"
"133-14-7229,Ikoyi,Lagos,Normal,Male,Health and beauty,62.87,2,6.287,24/03/02,132.027,Cash,125.74,5"
"534-01-4457,Trans Amadi,Portharcourt,Normal,Male,Food and beverages,81.71,6,24.513,24/03/21,514.773,Credit card,490.26,8"
"719-89-8991,Trans Amadi,Portharcourt,Member,Female,Sports and travel,91.41,5,22.8525,24/03/31,479.9025,Ewallet,457.05,7.1"
"286-62-6248, Ugbowo,Benin,Normal,Male,Fashion accessories,39.21,4,7.842,24/02/08,164.682,Credit card,156.84,9"
"339-38-9982, Ugbowo,Benin,Member,Male,Fashion accessories,59.86,2,5.986,24/02/28,125.706,Ewallet,119.72,6.7"
"827-44-5872, Ugbowo,Benin,Member,Female,Food and beverages,54.36,10,27.18,24/02/23,570.78,Credit card,543.6,6.1"
"827-77-7633,Trans Amadi,Portharcourt,Normal,Male,Sports and travel,98.09,9,44.1405,24/04/07,926.9505,Cash,882.81,9.3"
"287-83-1405,Trans Amadi,Portharcourt,Normal,Male,Health and beauty,25.43,6,7.629,24/01/25,160.209,Ewallet,152.58,7"
"435-13-4908,Trans Amadi,Portharcourt,Member,Male,Fashion accessories,86.68,8,34.672,24/03/26,728.112,Credit card,693.44,7.2"
"857-67-9057, Ugbowo,Benin,Normal,Male,Electronic accessories,22.95,10,11.475,24/01/22,240.975,Ewallet,229.5,8.2"
"236-27-1144,Ikoyi,Lagos,Normal,Female,Food and beverages,16.31,9,7.3395,24/01/16,154.1295,Ewallet,146.79,8.4"
"892-05-6689,Trans Amadi,Portharcourt,Normal,Female,Home and lifestyle,28.32,5,7.08,24/01/28,148.68,Ewallet,141.6,6.2"
"583-41-4548,Ikoyi,Lagos,Normal,Male,Home and lifestyle,16.67,7,5.8345,24/01/16,122.5245,Ewallet,116.69,7.4"
"339-12-4827, Ugbowo,Benin,Member,Female,Fashion accessories,73.96,1,3.698,24/03/13,77.658,Credit card,73.96,5"
"643-38-7867,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,97.94,1,4.897,24/04/06,102.837,Ewallet,97.94,6.9"
"308-81-0538,Trans Amadi,Portharcourt,Normal,Female,Fashion accessories,73.05,4,14.61,24/03/13,306.81,Credit card,292.2,4.9"
"358-88-9262,Ikoyi,Lagos,Member,Female,Food and beverages,87.48,6,26.244,24/03/27,551.124,Ewallet,524.88,5.1"
"460-35-4390,Trans Amadi,Portharcourt,Normal,Male,Home and lifestyle,30.68,3,4.602,24/01/30,96.642,Ewallet,92.04,9.1"
"343-87-0864,Ikoyi,Lagos,Member,Male,Health and beauty,75.88,1,3.794,24/03/15,79.674,Credit card,75.88,7.1"
"173-50-1108, Ugbowo,Benin,Member,Female,Sports and travel,20.18,4,4.036,24/01/20,84.756,Credit card,80.72,5"
"243-47-2663,Ikoyi,Lagos,Member,Male,Electronic accessories,18.77,6,5.631,24/01/18,118.251,Credit card,112.62,5.5"
"841-18-8232, Ugbowo,Benin,Normal,Female,Food and beverages,71.2,1,3.56,24/03/11,74.76,Credit card,71.2,9.2"
"701-23-5550, Ugbowo,Benin,Member,Male,Home and lifestyle,38.81,4,7.762,24/02/07,163.002,Ewallet,155.24,4.9"
"647-50-1224,Trans Amadi,Portharcourt,Normal,Female,Fashion accessories,29.42,10,14.71,24/01/29,308.91,Ewallet,294.2,8.9"
"541-48-8554,Trans Amadi,Portharcourt,Normal,Male,Sports and travel,60.95,9,27.4275,24/02/29,575.9775,Credit card,548.55,6"
"539-21-7227, Ugbowo,Benin,Normal,Female,Sports and travel,51.54,5,12.885,24/02/20,270.585,Cash,257.7,4.2"
"213-32-1216,Trans Amadi,Portharcourt,Normal,Female,Electronic accessories,66.06,6,19.818,24/03/06,416.178,Cash,396.36,7.3"
"747-58-7183, Ugbowo,Benin,Normal,Male,Fashion accessories,57.27,3,8.5905,24/02/26,180.4005,Ewallet,171.81,6.5"
"582-52-8065, Ugbowo,Benin,Normal,Female,Fashion accessories,54.31,9,24.4395,24/02/23,513.2295,Cash,488.79,8.9"
"210-57-1719, Ugbowo,Benin,Normal,Female,Health and beauty,58.24,9,26.208,24/02/27,550.368,Cash,524.16,9.7"
"399-69-4630,Ikoyi,Lagos,Normal,Male,Electronic accessories,22.21,6,6.663,24/01/22,139.923,Credit card,133.26,8.6"
"134-75-2619,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,19.32,7,6.762,24/01/19,142.002,Cash,135.24,6.9"
"356-44-8813, Ugbowo,Benin,Normal,Male,Home and lifestyle,37.48,3,5.622,24/02/06,118.062,Credit card,112.44,7.7"
"198-66-9832, Ugbowo,Benin,Member,Female,Fashion accessories,72.04,2,7.204,24/03/12,151.284,Cash,144.08,9.5"
"283-26-5248,Ikoyi,Lagos,Member,Female,Food and beverages,98.52,10,49.26,24/04/07,1034.46,Ewallet,985.2,4.5"
"712-39-0363,Trans Amadi,Portharcourt,Member,Male,Food and beverages,41.66,6,12.498,24/02/10,262.458,Ewallet,249.96,5.6"
"218-59-9410,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,72.42,3,10.863,24/03/12,228.123,Ewallet,217.26,8.2"
"174-75-0888, Ugbowo,Benin,Normal,Male,Electronic accessories,21.58,9,9.711,24/01/21,203.931,Cash,194.22,7.3"
"866-99-7614,Ikoyi,Lagos,Normal,Male,Food and beverages,89.2,10,44.6,24/03/29,936.6,Credit card,892,4.4"
"134-54-4720, Ugbowo,Benin,Normal,Female,Electronic accessories,42.42,8,16.968,24/02/11,356.328,Ewallet,339.36,5.7"
"760-90-2357,Trans Amadi,Portharcourt,Member,Male,Electronic accessories,74.51,6,22.353,24/03/14,469.413,Ewallet,447.06,5"
"514-37-2845, Ugbowo,Benin,Normal,Male,Fashion accessories,99.25,2,9.925,24/04/08,208.425,Cash,198.5,9"
"698-98-5964,Trans Amadi,Portharcourt,Normal,Female,Food and beverages,81.21,10,40.605,24/03/21,852.705,Credit card,812.1,6.3"
"718-57-9773,Ikoyi,Lagos,Normal,Female,Sports and travel,49.33,10,24.665,24/02/18,517.965,Credit card,493.3,9.4"
"651-88-7328,Trans Amadi,Portharcourt,Normal,Female,Fashion accessories,65.74,9,29.583,24/03/05,621.243,Cash,591.66,7.7"
"241-11-2261, Ugbowo,Benin,Normal,Female,Fashion accessories,79.86,7,27.951,24/03/19,586.971,Credit card,559.02,5.5"
"408-26-9866,Ikoyi,Lagos,Normal,Female,Sports and travel,73.98,7,25.893,24/03/13,543.753,Ewallet,517.86,4.1"
"834-83-1826, Ugbowo,Benin,Member,Female,Home and lifestyle,82.04,5,20.51,24/03/22,430.71,Credit card,410.2,7.6"
"343-61-3544, Ugbowo,Benin,Member,Male,Sports and travel,26.67,10,13.335,24/01/26,280.035,Cash,266.7,8.6"
"239-48-4278,Trans Amadi,Portharcourt,Member,Male,Food and beverages,10.13,7,3.5455,24/01/10,74.4555,Ewallet,70.91,8.3"
"355-34-6244, Ugbowo,Benin,Normal,Male,Food and beverages,72.39,2,7.239,24/03/12,152.019,Credit card,144.78,8.1"
"550-84-8664,Trans Amadi,Portharcourt,Normal,Male,Sports and travel,85.91,5,21.4775,24/03/25,451.0275,Credit card,429.55,8.6"
"339-96-8318, Ugbowo,Benin,Member,Male,Fashion accessories,81.31,7,28.4585,24/03/21,597.6285,Ewallet,569.17,6.3"
"458-61-0011, Ugbowo,Benin,Normal,Male,Food and beverages,60.3,4,12.06,24/02/29,253.26,Cash,241.2,5.8"
"592-34-6155,Ikoyi,Lagos,Normal,Male,Food and beverages,31.77,4,6.354,24/01/31,133.434,Ewallet,127.08,6.2"
"797-88-0493,Trans Amadi,Portharcourt,Normal,Female,Health and beauty,64.27,4,12.854,24/03/04,269.934,Cash,257.08,7.7"
"207-73-1363, Ugbowo,Benin,Normal,Male,Health and beauty,69.51,2,6.951,24/03/09,145.971,Ewallet,139.02,8.1"
"390-31-6381,Ikoyi,Lagos,Normal,Male,Food and beverages,27.22,3,4.083,24/01/27,85.743,Cash,81.66,7.3"
"443-82-0585,Trans Amadi,Portharcourt,Member,Female,Health and beauty,77.68,4,15.536,24/03/17,326.256,Cash,310.72,8.4"
"339-18-7061,Ikoyi,Lagos,Member,Female,Fashion accessories,92.98,2,9.298,24/04/01,195.258,Credit card,185.96,8"
"359-90-3665, Ugbowo,Benin,Member,Female,Fashion accessories,18.08,4,3.616,24/01/18,75.936,Credit card,72.32,9.5"
"375-72-3056, Ugbowo,Benin,Normal,Male,Sports and travel,63.06,3,9.459,24/03/03,198.639,Ewallet,189.18,7"
"127-47-6963,Trans Amadi,Portharcourt,Normal,Male,Health and beauty,51.71,4,10.342,24/02/20,217.182,Credit card,206.84,9.8"
"278-86-2735,Trans Amadi,Portharcourt,Normal,Female,Food and beverages,52.34,3,7.851,24/02/21,164.871,Cash,157.02,9.2"
"695-28-6250,Trans Amadi,Portharcourt,Normal,Female,Sports and travel,43.06,5,10.765,24/02/12,226.065,Ewallet,215.3,7.7"
"379-17-6588,Ikoyi,Lagos,Normal,Male,Fashion accessories,59.61,10,29.805,24/02/28,625.905,Cash,596.1,5.3"
"227-50-3718,Trans Amadi,Portharcourt,Normal,Male,Health and beauty,14.62,5,3.655,24/01/14,76.755,Cash,73.1,4.4"
"302-15-2162,Ikoyi,Lagos,Member,Male,Health and beauty,46.53,6,13.959,24/02/15,293.139,Credit card,279.18,4.3"
"788-07-8452,Ikoyi,Lagos,Member,Female,Home and lifestyle,24.24,7,8.484,24/01/24,178.164,Ewallet,169.68,9.4"
"560-49-6611,Trans Amadi,Portharcourt,Member,Female,Sports and travel,45.58,1,2.279,24/02/14,47.859,Cash,45.58,9.8"
"880-35-0356,Trans Amadi,Portharcourt,Member,Female,Sports and travel,75.2,3,11.28,24/03/15,236.88,Ewallet,225.6,4.8"
"585-11-6748, Ugbowo,Benin,Member,Male,Sports and travel,96.8,3,14.52,24/04/05,304.92,Cash,290.4,5.3"
"470-31-3286, Ugbowo,Benin,Normal,Male,Health and beauty,14.82,3,2.223,24/01/14,46.683,Credit card,44.46,8.7"
"152-68-2907,Trans Amadi,Portharcourt,Normal,Male,Food and beverages,52.2,3,7.83,24/02/21,164.43,Credit card,156.6,9.5"
"123-35-4896,Ikoyi,Lagos,Normal,Female,Sports and travel,46.66,9,20.997,24/02/15,440.937,Ewallet,419.94,5.3"
"258-69-7810,Ikoyi,Lagos,Normal,Female,Fashion accessories,36.85,5,9.2125,24/02/05,193.4625,Cash,184.25,9.2"
"334-64-2006,Trans Amadi,Portharcourt,Member,Female,Home and lifestyle,70.32,2,7.032,24/03/10,147.672,Ewallet,140.64,9.6"
"219-61-4139,Ikoyi,Lagos,Normal,Male,Electronic accessories,83.08,1,4.154,24/03/23,87.234,Ewallet,83.08,6.4"
"881-41-7302,Ikoyi,Lagos,Normal,Female,Fashion accessories,64.99,1,3.2495,24/03/04,68.2395,Credit card,64.99,4.5"
"373-09-4567,Ikoyi,Lagos,Normal,Male,Food and beverages,77.56,10,38.78,24/03/17,814.38,Ewallet,775.6,6.9"
"642-30-6693, Ugbowo,Benin,Normal,Female,Sports and travel,54.51,6,16.353,24/02/23,343.413,Ewallet,327.06,7.8"
"484-22-8230,Ikoyi,Lagos,Member,Female,Fashion accessories,51.89,7,18.1615,24/02/20,381.3915,Cash,363.23,4.5"
